ORDER,Coded Title,Lay Title,Length
1759,B15003_002E,No schooling completed,22
1773,B15003_016E,"12th grade, no diploma",22
1822,B19059_002E,With retirement income,22
2924,B19131_002E,Married-couple family:,22
3258,B25070_002E,Less than 10.0 percent,22
3294,B25077_001E,Median value (dollars),22
3370,B27001_009E,Male:!!18 to 24 years:,22
3373,B27001_012E,Male:!!25 to 34 years:,22
3376,B27001_015E,Male:!!35 to 44 years:,22
3379,B27001_018E,Male:!!45 to 54 years:,22
3382,B27001_021E,Male:!!55 to 64 years:,22
3385,B27001_024E,Male:!!65 to 74 years:,22
3734,C27004_003E,Male:!!Under 18 years:,22
3737,C27004_006E,Male:!!18 to 64 years:,22
3773,P1PRPTY,PART 1-PROPERTY CRIMES,22
3844,tpf,tea party favorability,22
163,B01001_029E,Female:!!10 to 14 years,23
164,B01001_030E,Female:!!15 to 17 years,23
168,B01001_034E,Female:!!22 to 24 years,23
169,B01001_035E,Female:!!25 to 29 years,23
170,B01001_036E,Female:!!30 to 34 years,23
171,B01001_037E,Female:!!35 to 39 years,23
172,B01001_038E,Female:!!40 to 44 years,23
173,B01001_039E,Female:!!45 to 49 years,23
174,B01001_040E,Female:!!50 to 54 years,23
175,B01001_041E,Female:!!55 to 59 years,23
177,B01001_043E,Female:!!62 to 64 years,23
179,B01001_045E,Female:!!67 to 69 years,23
180,B01001_046E,Female:!!70 to 74 years,23
181,B01001_047E,Female:!!75 to 79 years,23
182,B01001_048E,Female:!!80 to 84 years,23
203,B01001A_020E,Female:!!10 to 14 years,23
204,B01001A_021E,Female:!!15 to 17 years,23
206,B01001A_023E,Female:!!20 to 24 years,23
207,B01001A_024E,Female:!!25 to 29 years,23
208,B01001A_025E,Female:!!30 to 34 years,23
209,B01001A_026E,Female:!!35 to 44 years,23
210,B01001A_027E,Female:!!45 to 54 years,23
211,B01001A_028E,Female:!!55 to 64 years,23
212,B01001A_029E,Female:!!65 to 74 years,23
213,B01001A_030E,Female:!!75 to 84 years,23
234,B01001B_020E,Female:!!10 to 14 years,23
235,B01001B_021E,Female:!!15 to 17 years,23
237,B01001B_023E,Female:!!20 to 24 years,23
238,B01001B_024E,Female:!!25 to 29 years,23
239,B01001B_025E,Female:!!30 to 34 years,23
240,B01001B_026E,Female:!!35 to 44 years,23
241,B01001B_027E,Female:!!45 to 54 years,23
242,B01001B_028E,Female:!!55 to 64 years,23
243,B01001B_029E,Female:!!65 to 74 years,23
244,B01001B_030E,Female:!!75 to 84 years,23
265,B01001C_020E,Female:!!10 to 14 years,23
266,B01001C_021E,Female:!!15 to 17 years,23
268,B01001C_023E,Female:!!20 to 24 years,23
269,B01001C_024E,Female:!!25 to 29 years,23
270,B01001C_025E,Female:!!30 to 34 years,23
271,B01001C_026E,Female:!!35 to 44 years,23
272,B01001C_027E,Female:!!45 to 54 years,23
273,B01001C_028E,Female:!!55 to 64 years,23
274,B01001C_029E,Female:!!65 to 74 years,23
275,B01001C_030E,Female:!!75 to 84 years,23
296,B01001D_020E,Female:!!10 to 14 years,23
297,B01001D_021E,Female:!!15 to 17 years,23
299,B01001D_023E,Female:!!20 to 24 years,23
300,B01001D_024E,Female:!!25 to 29 years,23
301,B01001D_025E,Female:!!30 to 34 years,23
302,B01001D_026E,Female:!!35 to 44 years,23
303,B01001D_027E,Female:!!45 to 54 years,23
304,B01001D_028E,Female:!!55 to 64 years,23
305,B01001D_029E,Female:!!65 to 74 years,23
306,B01001D_030E,Female:!!75 to 84 years,23
327,B01001E_020E,Female:!!10 to 14 years,23
328,B01001E_021E,Female:!!15 to 17 years,23
330,B01001E_023E,Female:!!20 to 24 years,23
331,B01001E_024E,Female:!!25 to 29 years,23
332,B01001E_025E,Female:!!30 to 34 years,23
333,B01001E_026E,Female:!!35 to 44 years,23
334,B01001E_027E,Female:!!45 to 54 years,23
335,B01001E_028E,Female:!!55 to 64 years,23
336,B01001E_029E,Female:!!65 to 74 years,23
337,B01001E_030E,Female:!!75 to 84 years,23
358,B01001F_020E,Female:!!10 to 14 years,23
359,B01001F_021E,Female:!!15 to 17 years,23
361,B01001F_023E,Female:!!20 to 24 years,23
362,B01001F_024E,Female:!!25 to 29 years,23
363,B01001F_025E,Female:!!30 to 34 years,23
364,B01001F_026E,Female:!!35 to 44 years,23
365,B01001F_027E,Female:!!45 to 54 years,23
366,B01001F_028E,Female:!!55 to 64 years,23
367,B01001F_029E,Female:!!65 to 74 years,23
368,B01001F_030E,Female:!!75 to 84 years,23
389,B01001G_020E,Female:!!10 to 14 years,23
390,B01001G_021E,Female:!!15 to 17 years,23
392,B01001G_023E,Female:!!20 to 24 years,23
393,B01001G_024E,Female:!!25 to 29 years,23
394,B01001G_025E,Female:!!30 to 34 years,23
395,B01001G_026E,Female:!!35 to 44 years,23
396,B01001G_027E,Female:!!45 to 54 years,23
397,B01001G_028E,Female:!!55 to 64 years,23
398,B01001G_029E,Female:!!65 to 74 years,23
399,B01001G_030E,Female:!!75 to 84 years,23
420,B01001H_020E,Female:!!10 to 14 years,23
421,B01001H_021E,Female:!!15 to 17 years,23
423,B01001H_023E,Female:!!20 to 24 years,23
424,B01001H_024E,Female:!!25 to 29 years,23
425,B01001H_025E,Female:!!30 to 34 years,23
426,B01001H_026E,Female:!!35 to 44 years,23
427,B01001H_027E,Female:!!45 to 54 years,23
428,B01001H_028E,Female:!!55 to 64 years,23
429,B01001H_029E,Female:!!65 to 74 years,23
430,B01001H_030E,Female:!!75 to 84 years,23
451,B01001I_020E,Female:!!10 to 14 years,23
452,B01001I_021E,Female:!!15 to 17 years,23
454,B01001I_023E,Female:!!20 to 24 years,23
455,B01001I_024E,Female:!!25 to 29 years,23
456,B01001I_025E,Female:!!30 to 34 years,23
457,B01001I_026E,Female:!!35 to 44 years,23
458,B01001I_027E,Female:!!45 to 54 years,23
459,B01001I_028E,Female:!!55 to 64 years,23
460,B01001I_029E,Female:!!65 to 74 years,23
461,B01001I_030E,Female:!!75 to 84 years,23
509,B03002_002E,Not Hispanic or Latino:,23
536,B04007_005E,Ancestry not specified:,23
945,B09001_005E,In households:!!5 years,23
976,B09005_006E,In nonfamily households,23
1091,B11002_012E,In nonfamily households,23
1103,B11002A_012E,In nonfamily households,23
1115,B11002B_012E,In nonfamily households,23
1127,B11002C_012E,In nonfamily households,23
1140,B11002D_012E,In nonfamily households,23
1152,B11002E_012E,In nonfamily households,23
1164,B11002F_012E,In nonfamily households,23
1176,B11002G_012E,In nonfamily households,23
1188,B11002H_012E,In nonfamily households,23
1200,B11002I_012E,In nonfamily households,23
1738,B15002_016E,Male:!!Master''s degree,23
1740,B15002_018E,Male:!!Doctorate degree,23
3296,B25097_001E,Median value --!!Total:,23
3392,B27001_031E,Female:!!Under 6 years:,23
3395,B27001_034E,Female:!!6 to 17 years:,23
3420,C02003_002E,Population of one race:,23
3788,WEAPONS,WEAPONS VIOLATIONS (15),23
3810,DISORDR,DISORDERLY CONDUCT (24),23
3843,merge4,_merge representing tea,23
62,SUMLEVEL,Geographic Summary Level,24
159,B01001_025E,Male:!!85 years and over,24
165,B01001_031E,Female:!!18 and 19 years,24
176,B01001_042E,Female:!!60 and 61 years,24
178,B01001_044E,Female:!!65 and 66 years,24
199,B01001A_016E,Male:!!85 years and over,24
205,B01001A_022E,Female:!!18 and 19 years,24
230,B01001B_016E,Male:!!85 years and over,24
236,B01001B_022E,Female:!!18 and 19 years,24
261,B01001C_016E,Male:!!85 years and over,24
267,B01001C_022E,Female:!!18 and 19 years,24
292,B01001D_016E,Male:!!85 years and over,24
298,B01001D_022E,Female:!!18 and 19 years,24
323,B01001E_016E,Male:!!85 years and over,24
329,B01001E_022E,Female:!!18 and 19 years,24
354,B01001F_016E,Male:!!85 years and over,24
360,B01001F_022E,Female:!!18 and 19 years,24
385,B01001G_016E,Male:!!85 years and over,24
391,B01001G_022E,Female:!!18 and 19 years,24
416,B01001H_016E,Male:!!85 years and over,24
422,B01001H_022E,Female:!!18 and 19 years,24
447,B01001I_016E,Male:!!85 years and over,24
453,B01001I_022E,Female:!!18 and 19 years,24
732,B07004A_003E,Moved within same county,24
738,B07004B_003E,Moved within same county,24
744,B07004C_003E,Moved within same county,24
750,B07004D_003E,Moved within same county,24
756,B07004E_003E,Moved within same county,24
762,B07004F_003E,Moved within same county,24
768,B07004G_003E,Moved within same county,24
774,B07004H_003E,Moved within same county,24
780,B07004I_003E,Moved within same county,24
1683,B15001_044E,Female:!!18 to 24 years:,24
1691,B15001_052E,Female:!!25 to 34 years:,24
1699,B15001_060E,Female:!!35 to 44 years:,24
1707,B15001_068E,Female:!!45 to 64 years:,24
1727,B15002_005E,Male:!!5th and 6th grade,24
1728,B15002_006E,Male:!!7th and 8th grade,24
1802,B19052_003E,No wage or salary income,24
1826,B19060_003E,No other types of income,24
3176,B23020_002E,Mean usual hours--!!Male,24
3398,B27001_037E,Female:!!18 to 24 years:,24
3401,B27001_040E,Female:!!25 to 34 years:,24
3404,B27001_043E,Female:!!35 to 44 years:,24
3407,B27001_046E,Female:!!45 to 54 years:,24
3410,B27001_049E,Female:!!55 to 64 years:,24
3413,B27001_052E,Female:!!65 to 74 years:,24
3744,C27004_013E,Female:!!Under 18 years:,24
3747,C27004_016E,Female:!!18 to 64 years:,24
3777,AGASSLT,AGGRAVATED ASSAULTS (04),24
3805,OTGAMBL,GAMBLING-ALL OTHER (19C),24
3815,RUNAWAY,RUNAWAYS: JUVENILES (29),24
3823,e_rank_b,Absolute Upward Mobility,24
3845,merge5,_merge representing tea2,24
666,B07001_033E,Moved within same county:,25
796,B07009_013E,Moved within same county:,25
842,B07010_023E,Moved within same county:,25
900,B07012_009E,Moved within same county:,25
929,B07412_009E,Moved within same county:,25
937,B07412_017E,Moved to different state:,25
1674,B15001_035E,Male:!!65 years and over:,25
1737,B15002_015E,Male:!!Bachelor''s degree,25
1755,B15002_033E,Female:!!Master''s degree,25
1757,B15002_035E,Female:!!Doctorate degree,25
1805,B19053_003E,No self-employment income,25
1811,B19055_003E,No Social Security income,25
2922,B19119_007E,7-or-more-person families,25
3388,B27001_027E,Male:!!75 years and over:,25
3436,C02003_018E,Population of three races,25
3740,C27004_009E,Male:!!65 years and over:,25
3780,MVTHEFT,MOTOR VEHICLE THEFTS (07),25
3786,STLNPRP,HAVE STOLEN PROPERTY (13),25
3804,NUMBERS,NUMBERS AND LOTTERY (19B),25
3828,frac_middleclass,Share Between p25 and p75,25
183,B01001_049E,Female:!!85 years and over,26
214,B01001A_031E,Female:!!85 years and over,26
245,B01001B_031E,Female:!!85 years and over,26
276,B01001C_031E,Female:!!85 years and over,26
307,B01001D_031E,Female:!!85 years and over,26
338,B01001E_031E,Female:!!85 years and over,26
369,B01001F_031E,Female:!!85 years and over,26
400,B01001G_031E,Female:!!85 years and over,26
431,B01001H_031E,Female:!!85 years and over,26
462,B01001I_031E,Female:!!85 years and over,26
482,B03001_006E,Hispanic or Latino:!!Cuban,26
734,B07004A_005E,Moved from different state,26
740,B07004B_005E,Moved from different state,26
746,B07004C_005E,Moved from different state,26
752,B07004D_005E,Moved from different state,26
758,B07004E_005E,Moved from different state,26
764,B07004F_005E,Moved from different state,26
770,B07004G_005E,Moved from different state,26
776,B07004H_005E,Moved from different state,26
782,B07004I_005E,Moved from different state,26
1736,B15002_014E,Male:!!Associate''s degree,26
1744,B15002_022E,Female:!!5th and 6th grade,26
1745,B15002_023E,Female:!!7th and 8th grade,26
1781,B15003_024E,Professional school degree,26
1801,B19052_002E,With wage or salary income,26
1825,B19060_002E,With other types of income,26
3175,B23020_001E,Mean usual hours--!!Total:,26
3177,B23020_003E,Mean usual hours--!!Female,26
3799,MJPOSS,MARIJUANA-POSSESSION (18F),26
3808,LIQUOR,LIQUOR LAW VIOLATIONS (22),26
3825,p75_less_p25_within,Interquartile Income Range,26
134,B19019_008E,7-or-more-person households,27
586,B06001_013E,Born in state of residence:,27
698,B07001_065E,Moved from different state:,27
808,B07009_025E,Moved from different state:,27
864,B07010_045E,Moved from different state:,27
908,B07012_017E,Moved from different state:,27
952,B09002_002E,In married-couple families:,27
1715,B15001_076E,Female:!!65 years and over:,27
1726,B15002_004E,Male:!!Nursery to 4th grade,27
1754,B15002_032E,Female:!!Bachelor''s degree,27
1774,B15003_017E,Regular high school diploma,27
1804,B19053_002E,With self-employment income,27
1810,B19055_002E,With Social Security income,27
1817,B19057_003E,No public assistance income,27
3255,B25035_001E,Median year structure built,27
3416,B27001_055E,Female:!!75 years and over:,27
3750,C27004_019E,Female:!!65 years and over:,27
3801,OTHPOSS,OTHER DRUG-POSSESSION (18H),27
480,B03001_004E,Hispanic or Latino:!!Mexican,28
623,B06001_050E,Foreign born:!!Under 5 years,28
624,B06001_051E,Foreign born:!!5 to 17 years,28
946,B09001_006E,In households:!!6 to 8 years,28
1245,B11017_002E,Multigenerational households,28
1753,B15002_031E,Female:!!Associate''s degree,28
2722,B19080_005E,Lower Limit of Top 5 Percent,28
3231,B24080_011E,Male:!!Unpaid family workers,28
3314,B25105_001E,Median monthly housing costs,28
3807,DUI,DRIVING UNDER INFLUENCE (21),28
3824,inc_share_1perc,Top One Percent Income Share,28
3850,_merge2,_merge representing ACS_sort,28
625,B06001_052E,Foreign born:!!18 to 24 years,29
626,B06001_053E,Foreign born:!!25 to 34 years,29
627,B06001_054E,Foreign born:!!35 to 44 years,29
628,B06001_055E,Foreign born:!!45 to 54 years,29
629,B06001_056E,Foreign born:!!55 to 59 years,29
631,B06001_058E,Foreign born:!!62 to 64 years,29
632,B06001_059E,Foreign born:!!65 to 74 years,29
830,B07010_011E,"With income:!!$75,000 or more",29
876,B07010_057E,Moved from abroad:!!No income,29
943,B09001_003E,In households:!!Under 3 years,29
944,B09001_004E,In households:!!3 and 4 years,29
947,B09001_007E,In households:!!9 to 11 years,29
1128,merge01,_merge representing ACS_ZCTA1,29
1222,B11009_002E,Unmarried-partner households:,29
1725,B15002_003E,Male:!!No schooling completed,29
1732,B15002_010E,"Male:!!12th grade, no diploma",29
1743,B15002_021E,Female:!!Nursery to 4th grade,29
1775,B15003_018E,GED or alternative credential,29
1816,B19057_002E,With public assistance income,29
2174,merge02,_merge representing ACS_ZCTA2,29
3167,B23006_023E,Bachelor''s degree or higher:,29
3174,merge03,_merge representing ACS_ZCTA3,29
3183,B23025_006E,In labor force:!!Armed Forces,29
3210,B24011_026E,Sales and office occupations:,29
3316,B25106_002E,Owner-occupied housing units:,29
3600,C24050_043E,Sales and office occupations:,29
3753,merge04,_merge representing ACS_ZCTA4,29
3754,merge05,_merge representing ACS_ZCTA5,29
543,B05001_005E,U.S. citizen by naturalization,30
630,B06001_057E,Foreign born:!!60 and 61 years,30
785,B07009_002E,Less than high school graduate,30
948,B09001_008E,In households:!!12 to 14 years,30
949,B09001_009E,In households:!!15 to 17 years,30
1776,B15003_019E,"Some college, less than 1 year",30
1788,B16002_006E,Other Indo-European languages:,30
3241,B24080_021E,Female:!!Unpaid family workers,30
3293,B25076_001E,Lower value quartile (dollars),30
3295,B25078_001E,Upper value quartile (dollars),30
3338,B25106_024E,Renter-occupied housing units:,30
3421,C02003_003E,Population of one race:!!White,30
3549,C18108_005E,Under 18 years:!!No disability,30
3553,C18108_009E,18 to 64 years:!!No disability,30
3768,JURFLAG,MULTI-COUNTY JURISDICTION FLAG,30
3797,DRGPOSS,DRUG POSSESSION-SUBTOTAL (185),30
3798,COCPOSS,OPIUM/COCAINE-POSSESSION (18E),30
466,B02001_003E,Black or African American alone,31
789,B07009_006E,Graduate or professional degree,31
1742,B15002_020E,Female:!!No schooling completed,31
1749,B15002_027E,"Female:!!12th grade, no diploma",31
2725,B19081_003E,Quintile Means:!!Third Quintile,31
3146,B23006_002E,Less than high school graduate:,31
3227,B24080_007E,Male:!!Local government workers,31
3228,B24080_008E,Male:!!State government workers,31
3765,IDNO,ICPSR SEQUENTIAL CASE ID NUMBER,31
3783,FRGYCNT,FORGERY AND COUNTERFEITING (10),31
3847,nomissing_county,final tally across data sources,31
520,B03002_013E,Hispanic or Latino:!!White alone,32
523,B03002_016E,Hispanic or Latino:!!Asian alone,32
633,B06001_060E,Foreign born:!!75 years and over,32
715,B07001_082E,Moved from abroad:!!1 to 4 years,32
824,B07010_005E,"With income:!!$10,000 to $14,999",32
825,B07010_006E,"With income:!!$15,000 to $24,999",32
826,B07010_007E,"With income:!!$25,000 to $34,999",32
827,B07010_008E,"With income:!!$35,000 to $49,999",32
828,B07010_009E,"With income:!!$50,000 to $64,999",32
829,B07010_010E,"With income:!!$65,000 to $74,999",32
877,B07010_058E,Moved from abroad:!!With income:,32
921,B07412_001E,Total living in area 1 year ago:,32
2723,B19081_001E,Quintile Means:!!Lowest Quintile,32
2724,B19081_002E,Quintile Means:!!Second Quintile,32
2726,B19081_004E,Quintile Means:!!Fourth Quintile,32
3427,C02003_009E,Population of two or more races:,32
3437,C02003_019E,Population of four or more races,32
3791,DRUGTOT,DRUG ABUSE VIOLATIONS-TOTAL (18),32
3794,MJSALE,MARIJUANA-SALE/MANUFACTURE (18B),32
3814,CURFEW,"CURFEW, LOITERING VIOL: JUV (28)",32
481,B03001_005E,Hispanic or Latino:!!Puerto Rican,33
559,B05002_015E,Foreign born:!!Not a U.S. citizen,33
716,B07001_083E,Moved from abroad:!!5 to 17 years,33
832,B07010_013E,Same house 1 year ago:!!No income,33
993,B11001_004E,Family households:!!Other family:,33
1002,B11001A_004E,Family households:!!Other family:,33
1011,B11001B_004E,Family households:!!Other family:,33
1020,B11001C_004E,Family households:!!Other family:,33
1029,B11001D_004E,Family households:!!Other family:,33
1038,B11001E_004E,Family households:!!Other family:,33
1047,B11001F_004E,Family households:!!Other family:,33
1056,B11001G_004E,Family households:!!Other family:,33
1065,B11001H_004E,Family households:!!Other family:,33
1074,B11001I_004E,Family households:!!Other family:,33
1739,B15002_017E,Male:!!Professional school degree,33
2727,B19081_005E,Quintile Means:!!Highest Quintile,33
3229,B24080_009E,Male:!!Federal government workers,33
3237,B24080_017E,Female:!!Local government workers,33
3238,B24080_018E,Female:!!State government workers,33
3557,C18108_013E,65 years and over:!!No disability,33
3593,C24050_036E,Service occupations:!!Information,33
3792,DRGSALE,DRUG ABUSE-SALE/MANUFACTURE (180),33
3803,BOOKMKG,"BOOKMAKING, HORSE AND SPORT (19A)",33
3812,ALLOTHR,ALL OTHER OFF EXCEPT TRAFFIC (26),33
3821,n_ige_rank_8082,Number of Children in Core Sample,33
63,ZCTA5,ZIP Code Tabulation Area (5 digit),34
718,B07001_085E,Moved from abroad:!!20 to 24 years,34
719,B07001_086E,Moved from abroad:!!25 to 29 years,34
720,B07001_087E,Moved from abroad:!!30 to 34 years,34
721,B07001_088E,Moved from abroad:!!35 to 39 years,34
722,B07001_089E,Moved from abroad:!!40 to 44 years,34
723,B07001_090E,Moved from abroad:!!45 to 49 years,34
724,B07001_091E,Moved from abroad:!!50 to 54 years,34
725,B07001_092E,Moved from abroad:!!55 to 59 years,34
726,B07001_093E,Moved from abroad:!!60 to 64 years,34
727,B07001_094E,Moved from abroad:!!65 to 69 years,34
728,B07001_095E,Moved from abroad:!!70 to 74 years,34
823,B07010_004E,"With income:!!$1 to $9,999 or loss",34
3588,C24050_031E,Service occupations:!!Construction,34
3591,C24050_034E,Service occupations:!!Retail trade,34
3789,COMVICE,PROSTITUTION AND COMMERC VICE (16),34
3806,OFAGFAM,OFFENSES AGAINST FAMILY/CHILD (20),34
547,B05002_003E,Native:!!Born in state of residence,35
717,B07001_084E,Moved from abroad:!!18 and 19 years,35
787,B07009_004E,Some college or associate''s degree,35
1756,B15002_034E,Female:!!Professional school degree,35
1791,B16002_009E,Asian and Pacific Island languages:,35
3239,B24080_019E,Female:!!Federal government workers,35
3428,C02003_010E,Two races including Some other race,35
3443,C15002A_006E,Male:!!Bachelor''s degree or higher,35
3454,C15002B_006E,Male:!!Bachelor''s degree or higher,35
3465,C15002C_006E,Male:!!Bachelor''s degree or higher,35
3476,C15002D_006E,Male:!!Bachelor''s degree or higher,35
3487,C15002E_006E,Male:!!Bachelor''s degree or higher,35
3498,C15002F_006E,Male:!!Bachelor''s degree or higher,35
3509,C15002G_006E,Male:!!Bachelor''s degree or higher,35
3520,C15002H_006E,Male:!!Bachelor''s degree or higher,35
3531,C15002I_006E,Male:!!Bachelor''s degree or higher,35
3589,C24050_032E,Service occupations:!!Manufacturing,35
3796,OTHSALE,OTHER:DANGEROUS NON-NARCOTICS (18D),35
492,B03001_016E,Hispanic or Latino:!!South American:,36
510,B03002_003E,Not Hispanic or Latino:!!White alone,36
513,B03002_006E,Not Hispanic or Latino:!!Asian alone,36
534,B04007_003E,Ancestry specified:!!Single ancestry,36
651,B07001_018E,Same house 1 year ago:!!1 to 4 years,36
833,B07010_014E,Same house 1 year ago:!!With income:,36
843,B07010_024E,Moved within same county:!!No income,36
955,B09002_005E,In married-couple families:!!5 years,36
3160,B23006_016E,Some college or associate''s degree:,36
3424,C02003_006E,Population of one race:!!Asian alone,36
3440,C15002A_003E,Male:!!Less than high school diploma,36
3451,C15002B_003E,Male:!!Less than high school diploma,36
3462,C15002C_003E,Male:!!Less than high school diploma,36
3473,C15002D_003E,Male:!!Less than high school diploma,36
3484,C15002E_003E,Male:!!Less than high school diploma,36
3495,C15002F_003E,Male:!!Less than high school diploma,36
3506,C15002G_003E,Male:!!Less than high school diploma,36
3517,C15002H_003E,Male:!!Less than high school diploma,36
3528,C15002I_003E,Male:!!Less than high school diploma,36
3793,COCSALE,OPIUM/COCAINE-SALE/MANUFACTURE (18A),36
3800,SYNPOSS,SYNTHETIC NARCOTICS-POSSESSION (18G),36
652,B07001_019E,Same house 1 year ago:!!5 to 17 years,37
729,B07001_096E,Moved from abroad:!!75 years and over,37
1269,B12002A_004E,Male:!!Now married (except separated),37
1282,B12002B_004E,Male:!!Now married (except separated),37
1295,B12002C_004E,Male:!!Now married (except separated),37
1308,B12002D_004E,Male:!!Now married (except separated),37
1321,B12002E_004E,Male:!!Now married (except separated),37
1334,B12002F_004E,Male:!!Now married (except separated),37
1347,B12002G_004E,Male:!!Now married (except separated),37
1360,B12002H_004E,Male:!!Now married (except separated),37
1373,B12002I_004E,Male:!!Now married (except separated),37
1405,B12007_001E,Median age at first marriage --!!Male,37
1734,B15002_012E,"Male:!!Some college, less than 1 year",37
1814,B19056_003E,No Supplemental Security Income (SSI),37
3448,C15002A_011E,Female:!!Bachelor''s degree or higher,37
3459,C15002B_011E,Female:!!Bachelor''s degree or higher,37
3470,C15002C_011E,Female:!!Bachelor''s degree or higher,37
3481,C15002D_011E,Female:!!Bachelor''s degree or higher,37
3492,C15002E_011E,Female:!!Bachelor''s degree or higher,37
3503,C15002F_011E,Female:!!Bachelor''s degree or higher,37
3514,C15002G_011E,Female:!!Bachelor''s degree or higher,37
3525,C15002H_011E,Female:!!Bachelor''s degree or higher,37
3536,C15002I_011E,Female:!!Bachelor''s degree or higher,37
3590,C24050_033E,Service occupations:!!Wholesale trade,37
3795,SYNSALE,SYNTHETIC DRUG-SALE/MANUFACTURE (18C),37
484,B03001_008E,Hispanic or Latino:!!Central American:,38
535,B04007_004E,Ancestry specified:!!Multiple ancestry,38
654,B07001_021E,Same house 1 year ago:!!20 to 24 years,38
655,B07001_022E,Same house 1 year ago:!!25 to 29 years,38
656,B07001_023E,Same house 1 year ago:!!30 to 34 years,38
657,B07001_024E,Same house 1 year ago:!!35 to 39 years,38
658,B07001_025E,Same house 1 year ago:!!40 to 44 years,38
659,B07001_026E,Same house 1 year ago:!!45 to 49 years,38
660,B07001_027E,Same house 1 year ago:!!50 to 54 years,38
661,B07001_028E,Same house 1 year ago:!!55 to 59 years,38
662,B07001_029E,Same house 1 year ago:!!60 to 64 years,38
663,B07001_030E,Same house 1 year ago:!!65 to 69 years,38
664,B07001_031E,Same house 1 year ago:!!70 to 74 years,38
818,B07009_035E,Moved from abroad:!!Bachelor''s degree,38
865,B07010_046E,Moved from different state:!!No income,38
893,B07012_002E,Below 100 percent of the poverty level,38
922,B07412_002E,Below 100 percent of the poverty level,38
1230,B11016_003E,Family households:!!2-person household,38
1231,B11016_004E,Family households:!!3-person household,38
1232,B11016_005E,Family households:!!4-person household,38
1233,B11016_006E,Family households:!!5-person household,38
1234,B11016_007E,Family households:!!6-person household,38
2720,B19080_003E,Quintile Upper Limits:!!Third Quintile,38
3154,B23006_010E,High school graduate:!!In labor force:,38
3180,B23025_003E,In labor force:!!Civilian labor force:,38
3445,C15002A_008E,Female:!!Less than high school diploma,38
3456,C15002B_008E,Female:!!Less than high school diploma,38
3467,C15002C_008E,Female:!!Less than high school diploma,38
3478,C15002D_008E,Female:!!Less than high school diploma,38
3489,C15002E_008E,Female:!!Less than high school diploma,38
3500,C15002F_008E,Female:!!Less than high school diploma,38
3511,C15002G_008E,Female:!!Less than high school diploma,38
3522,C15002H_008E,Female:!!Less than high school diploma,38
3533,C15002I_008E,Female:!!Less than high school diploma,38
467,B02001_004E,American Indian and Alaska Native alone,39
526,B03002_019E,Hispanic or Latino:!!Two or more races:,39
540,B05001_002E,"U.S. citizen, born in the United States",39
558,B05002_014E,Foreign born:!!Naturalized U.S. citizen,39
610,B06001_037E,Native; born outside the United States:,39
653,B07001_020E,Same house 1 year ago:!!18 and 19 years,39
667,B07001_034E,Moved within same county:!!1 to 4 years,39
844,B07010_025E,Moved within same county:!!With income:,39
894,B07012_003E,100 to 149 percent of the poverty level,39
923,B07412_003E,100 to 149 percent of the poverty level,39
1275,B12002A_010E,Female:!!Now married (except separated),39
1288,B12002B_010E,Female:!!Now married (except separated),39
1301,B12002C_010E,Female:!!Now married (except separated),39
1314,B12002D_010E,Female:!!Now married (except separated),39
1327,B12002E_010E,Female:!!Now married (except separated),39
1340,B12002F_010E,Female:!!Now married (except separated),39
1353,B12002G_010E,Female:!!Now married (except separated),39
1366,B12002H_010E,Female:!!Now married (except separated),39
1379,B12002I_010E,Female:!!Now married (except separated),39
1387,B12501_005E,Male:!!Ever married:!!Married last year,39
1406,B12007_002E,Median age at first marriage --!!Female,39
1751,B15002_029E,"Female:!!Some college, less than 1 year",39
1813,B19056_002E,With Supplemental Security Income (SSI),39
2718,B19080_001E,Quintile Upper Limits:!!Lowest Quintile,39
2719,B19080_002E,Quintile Upper Limits:!!Second Quintile,39
2721,B19080_004E,Quintile Upper Limits:!!Fourth Quintile,39
553,B05002_009E,Native:!!Born outside the United States:,40
668,B07001_035E,Moved within same county:!!5 to 17 years,40
1398,B12503_005E,Male:!!Ever married:!!Divorced last year,40
1454,B14007_005E,Enrolled in school:!!Enrolled in grade 1,40
1455,B14007_006E,Enrolled in school:!!Enrolled in grade 2,40
1456,B14007_007E,Enrolled in school:!!Enrolled in grade 3,40
1457,B14007_008E,Enrolled in school:!!Enrolled in grade 4,40
1458,B14007_009E,Enrolled in school:!!Enrolled in grade 5,40
1459,B14007_010E,Enrolled in school:!!Enrolled in grade 6,40
1460,B14007_011E,Enrolled in school:!!Enrolled in grade 7,40
1461,B14007_012E,Enrolled in school:!!Enrolled in grade 8,40
1462,B14007_013E,Enrolled in school:!!Enrolled in grade 9,40
1473,B14007A_005E,Enrolled in school:!!Enrolled in grade 1,40
1474,B14007A_006E,Enrolled in school:!!Enrolled in grade 2,40
1475,B14007A_007E,Enrolled in school:!!Enrolled in grade 3,40
1476,B14007A_008E,Enrolled in school:!!Enrolled in grade 4,40
1477,B14007A_009E,Enrolled in school:!!Enrolled in grade 5,40
1478,B14007A_010E,Enrolled in school:!!Enrolled in grade 6,40
1479,B14007A_011E,Enrolled in school:!!Enrolled in grade 7,40
1480,B14007A_012E,Enrolled in school:!!Enrolled in grade 8,40
1481,B14007A_013E,Enrolled in school:!!Enrolled in grade 9,40
1492,B14007B_005E,Enrolled in school:!!Enrolled in grade 1,40
